,AddressID,AddressLine1,City,StateProvinceID,PostalCode
593,21932,"1208, rue Maillard",Bobigny,179,93000
594,19158,121 Keith Court,Cliffside,7,V8Y 1L1
595,16201,121 Keith Court,West Covina,9,91791
596,27530,121 Rotherham Dr.,Olympia,79,98501
597,15981,"121, rue de Cambrai",Orleans,131,45000
598,679,"121, rue de Varenne",Courbevoie,178,92400
599,24320,1210 St. Patricia,Berkeley,9,94704
600,22814,1210 St. Patricia,Walla Walla,79,99362
601,19428,1210 Trafalgar Circle,Concord,9,94519
602,22740,1211 Sherry Circle,Redwood City,9,94063
603,21256,1211 Sherry Circle,Silverwater,50,2264
604,19311,"1211, rue des Ecoles",Bobigny,179,93000
605,15561,"1211, rue des Ecoles",Saint-Denis,179,93400
606,15931,"1216, place de la Concorde",Colombes,178,92700
607,21158,"1216, place de la Concorde",Orleans,131,45000
608,26631,1217 Mariposa,Ballard,79,98107
609,27496,1217 Mariposa,Gloucestershire,14,GL7 1RY
610,24648,1218 Trasher Road,Bendigo,77,3550
611,18651,1218 Trasher Road,Lemon Grove,9,91945
612,17234,1218 Woodside Court,Cliffside,7,V8Y 1L1
613,13856,1218 Woodside Court,Glendale,9,91203
614,29477,1218 Woodside Court,Lancaster,14,LA1 1LN
615,19671,1219 Hilltop Road,Kirkby,14,KB9
616,28045,1220 Bradford Way,Glendale,9,91203
617,95,1220 Bradford Way,Seattle,79,98104
618,17507,1221 Foxhill Dr,Berkeley,9,94704
619,27345,1224 Shoenic,East Brisbane,64,4169
620,25857,1224 Shoenic,Novato,9,94947
621,13660,1225 Santa Lucia,Caloundra,64,4551
622,21484,1226 Canyon Creek Drive,Bury,14,PE17
623,12868,1226 Canyon Creek Drive,Warrnambool,77,3280
624,25645,1226 Linden Lane,Coffs Harbour,50,2450
625,24681,1226 Linden Lane,London,14,W1N 9FA
626,5,1226 Shoe St.,Bothell,79,98011
627,27886,1226 Shoenic,Coronado,9,92118
628,29719,1226 Shoenic,Silverwater,50,2264
629,28484,1227 Wesley Court,Caloundra,64,4551
630,14793,1227 Wesley Court,London,14,SW19 3RU
631,20350,1228 Francine Court,Kirkland,79,98033
632,20352,1228 Francine Court,Wokingham,14,RG41 1QW
633,11878,1229 Apollo Way,Lynnwood,79,98036
634,18867,1229 Harness Circle,Bremerton,79,98312
635,27182,1229 Harness Circle,Tacoma,79,98403
636,1038,123 Camelia Avenue,Oxnard,9,93030
637,770,123 Union Square South,New York,54,10007
638,594,123 W. Lake Ave.,Peoria,24,61606
639,15747,"123, rue de Cambrai",Lille,145,59000
640,16264,"123, rue Mazagran",Paris,161,75017
641,21432,1232 Nephi Court,El Cajon,9,92020
642,13323,1233 RiverRock Dr.,Coronado,9,92118
643,12358,1233 Vista Bonita,Issaquah,79,98027
644,15195,1233 Vista Bonita,York,14,Y03 4TN
645,25527,1233 Wesley Ct.,San Diego,9,92102
646,11386,1234 Seaside Way,San Francisco,9,94109
647,26526,"1234, rue des Pyrenees",Paris La Defense,178,92081
648,19092,"1234, rue Saint-Lazare",Colombes,178,92700
649,11785,"1234, rue Ste-Honoré",Saint-Denis,179,93400
650,29565,"1234, rue Ste-Honoré",Suresnes,178,92150
651,15455,"1234, rue Ste-Honoré",Villeneuve-d'Ascq,145,59491
652,559,12345 Sterling Avenue,Irving,73,75061
653,17570,1237 Dance Court,Olympia,79,98501
654,21869,1238 Joan Ave.,Burlingame,9,94010
655,28950,1239 Linnet Court,La Jolla,9,92806
656,22923,1240 Dayton Court,Newton,7,V2L3W8
657,11479,1240 Dayton Court,Townsville,64,4810
658,28434,1240 Hitchcock,Sunbury,77,3429
659,12105,1242 Frame Lane,Yakima,79,98901
660,20670,1242 Frayne Lane,Berkshire,14,RG11 5TP
661,12573,1242 Ridgewood Ct.,Cheltenham,14,GL50
662,11840,1242 Ridgewood Ct.,Matraville,50,2036
663,264,1245 Clay Road,Index,79,98256
664,13189,1245 Clay Road,Walla Walla,79,99362
665,23825,1245 Clayton Road,Hawthorne,64,4171
666,20575,1245 West Hookston Road,Springwood,50,2777
667,20691,1246 Amaryl Drive,London,14,W1N 9FA
668,29506,1246 Glenside Ct.,La Jolla,9,92806
669,27231,1246 Glenside Ct.,Sunbury,77,3429
670,13069,1246 Newport Drive,Spring Valley,9,91977
671,23639,1247 Cardiff Dr.,Beaverton,58,97005
672,17605,1247 Cardiff Dr.,St. Leonards,50,2065
673,14896,1247 Violet Ct,Geelong,77,3220
674,29682,1247 Violet Ct,Stoke-on-Trent,14,AS23
675,23731,1248 Tanager Cir,Ballard,79,98107
676,14778,1248 Tanager Cir,El Cajon,9,92020
677,25051,125 Keller Ridge,Melbourne,77,3000
678,23439,125 Keller Ridge,San Diego,9,92102
679,17837,1250 Sierra Ridge,Marysville,79,98270
680,21418,1251 Alan Drive,Burbank,9,91502
681,13577,1251 Alan Drive,Warrington,14,WA1
682,26063,1252 Deer Ridge Way,Imperial Beach,9,91932
683,15295,1254 Roux Court,Mill Valley,9,94941
684,25241,1254 Sattler Dr.,Grossmont,9,91941
685,22186,1256 American Beauty Dr,Byron,17,31008
686,14588,1256 American Beauty Dr,Langford,7,V9
687,25133,1256 Liscome Way,Everett,79,98201
688,23655,1256 Orangewood Ave.,Geelong,77,3220
689,18214,1256 Orangewood Ave.,Port Hammond,7,V6B 3P7
690,13926,1258 Steven Way,Tacoma,79,98403
691,14414,1258 Yarrow Dr,Wollongong,50,2500
692,29161,1258 Yeoman Dr,Seaford,77,3198
693,29495,1259 Ygnacio Valley Road,Newcastle,50,2300
694,19674,1259 Ygnacio Valley Road,Spring Valley,9,91977
695,22477,"126, rue Maillard",Orly,180,94310
696,29001,1260 Mt. Washington Way,Townsville,64,4810
697,15652,1260 Mt. Washington Way,Victoria,7,V8V
698,25183,1261 Deerfield Dr.,Walla Walla,79,99362
699,24457,1261 Sierrawood Court,N. Vancouver,7,V7L 4J4
700,14596,1261 Viking Drive,Everett,79,98201
701,25017,1262 West Rd.,Mill Valley,9,94941
702,27633,1264 Eureka Lane,Berks,14,SL4 1RH
703,13867,1264 Eureka Lane,San Gabriel,9,91776
704,29850,1265 Gloria Terr.,West Covina,9,91791
705,15823,1265 Orchard Ln,Sunbury,77,3429
706,24855,1267 Baltic Sea Ct.,Cliffside,7,V8Y 1L1
707,25667,1267 Baltic Sea Ct.,Spokane,79,99202
708,28516,1267 Scenic Drive,Santa Monica,9,90401
709,15999,1268 Holiday Hills Drive,Spokane,79,99202
710,21406,1268 Joseph Ave,Burien,79,98168
711,29857,127 Daylight Pl.,Newcastle,50,2300
712,23728,127 Daylight Pl.,Tacoma,79,98403
713,14039,"127, rue Lauriston",Colomiers,117,31770
714,23266,1270 Danesta Dr.,N. Vancouver,7,V7L 4J4
715,16504,1271 Mills Place,San Gabriel,9,91776
716,17144,1271 Yosemite Circle,Spokane,79,99202
717,20011,1273 Deetmeadow Way,Calgary,1,T2P 2G8
718,28461,1273 Deetmeadow Way,Olympia,79,98501
719,12384,1274 Marlboro Court,Issaquah,79,98027
720,11652,1275 West Street,Beaverton,58,97005
721,28292,1275 West Street,National City,9,91950
722,223,1275 West Street,Redmond,79,98052
723,25463,1276 Carlisle Way,Bremerton,79,98312
724,23181,1276 Carlisle Way,Redmond,79,98052
725,13982,1276 Quartermaster,Matraville,50,2036
726,20610,1276 Quartermaster,Sunbury,77,3429
727,28179,1277 Argenta Dr.,Bendigo,77,3550
728,11732,1277 Army Dr.,Glendale,9,91203
729,24206,1277 Juniper Drive,London,14,W1X3SE
730,17017,1277 Juniper Drive,West Covina,9,91791
731,27501,1277 Live Oak Avenue,Cliffside,7,V8Y 1L1
732,22468,1278 Holly Oak Drive,Findon,66,5023
733,29186,1278 Holly Oak Drive,San Gabriel,9,91776
734,23085,1278 Sunshine Dr.,Tacoma,79,98403
735,12467,"128, avenue des Champs-Elysées",San Carlos,9,94070
736,21120,"1281, boulevard Beau Marchais",Drancy,179,93700
737,22095,1283 Cowell Rd.,Bremerton,79,98312
738,27379,1283 Cowell Rd.,Daly City,9,94015
739,23132,1283 Teakwood Court,Long Beach,9,90802
740,14080,1283 Teakwood Court,Wollongong,50,2500
741,18274,1284 Poppy Pl.,Cranbourne,77,3977
742,23487,1284 Poppy Pl.,Royal Oak,7,V8X
743,12745,1285 Greenbrier Street,Renton,79,98055
744,53,1285 Greenbrier Street,Snohomish,79,98296
745,21936,1286 Cincerto Circle,Bendigo,77,3550
746,312,1286 Cincerto Circle,Lake Oswego,58,97034
747,21791,1287 Youngsdale Drive,Cliffside,7,V8Y 1L1
748,14007,1287 Youngsdale Drive,Concord,9,94519
749,28941,1288 Mt. Dias Blvd.,East Brisbane,64,4169
750,18691,1288 Mt. Dias Blvd.,National City,9,91950
751,13091,1288 Vista Del Rio,Coffs Harbour,50,2450
752,22646,1288 Vista Del Rio,Everett,79,98201
753,26144,1289 Mt. Dias Blv.,Beaverton,58,97005
754,15222,1289 Mt. Dias Blv.,Haney,7,V2W 1W2
755,11494,1289 Pine St,Perth,66,6006
756,23565,1289 Quigley St.,Beverly Hills,9,90210
757,11966,1289 Quiz St.,Sunbury,77,3429
758,18909,1290 Arguello Blvd.,Wollongong,50,2500
759,14186,1290 Arguello Blvd.,Yakima,79,98901
760,26541,1291 Arguello Blvd.,Melton,77,3337
761,19415,1291 Arguello Blvd.,San Diego,9,92102
762,15778,1291 Honey Court,East Brisbane,64,4169
763,24069,1292 Bola Raton Court,Peterborough,14,PB12
764,26137,1292 Bola Raton Court,Watford,14,WA3
765,14511,1292 Marsh Elder,Concord,9,94519
766,23903,1292 Marsh Elder,Olympia,79,98501
767,13447,1293 F Street,La Jolla,9,92806
768,19811,1293 F Street,London,14,W1N 9FA
769,26037,1293 Silverwood Drive,Lake Oswego,58,97034
770,16432,1293 Silverwood Drive,Milton Keynes,14,MK8 8ZD
771,22318,1294 Golden Rain Road,Findon,66,5023
772,19168,1295 Fabian Way,College Station,73,77840
773,15158,1295 Fabian Way,Fremont,9,94536
774,25908,1296 Banyan Way,Newcastle upon Tyne,14,NT20
775,25151,1296 Banyan Way,Oakland,9,94611
776,19241,1296 Bishop Court,Melton,77,3337
777,13739,1296 Bishop Court,Novato,9,94947
778,12154,1297 Zulu Court,Goulburn,50,2580
779,13357,1299 Band Court,St. Leonards,50,2065
780,25346,1299 Bundros Court,Kirkland,79,98033
781,19153,1299 Carpetta Circle,Grossmont,9,91941
782,24062,1299 Carpetta Circle,London,14,E17 6JF
783,26817,"12bis, boulevard du Montparnasse",Metz,143,57000
784,19066,"13, boulevard d´Albi",Paris La Defense,178,92081
785,24741,"13, boulevard d´Albi",Roubaix,145,59100
786,11762,"13, rue de Terre Neuve",Tremblay-en-France,179,93290
787,25626,130 Alamo Court,Cheltenham,14,GL50
788,13298,130 Alamo Court,W. Linn,58,97068
789,22448,130 North Main St.,Newcastle,50,2300
790,12770,130 North Main St.,San Diego,9,92102
791,29373,1300 Zartop Street,Bellingham,79,98225
792,16721,1300 Zebra Street,Mill Valley,9,94941
793,29798,1301 Burwood Way,Darlinghurst,50,2010
794,15588,1301 Burwood Way,San Francisco,9,94109
795,14598,1301 Northstar Drive,Oak Bay,7,V8P
796,13793,1301 Stanbridge Ct,Berkeley,9,94704
797,22421,1301 Stanbridge Ct,Hobart,71,7001
798,25055,1302 Martin St.,Beaverton,58,97005
799,22905,1305 Black Point Pl.,Port Macquarie,50,2444
800,17357,1305 Rain Drop Circle,Burbank,9,91502
801,20170,1305 Rain Drop Circle,Royal Oak,7,V8X
802,25817,1305 Willbrook Court,Milwaukie,58,97222
803,21784,1305 Willbrook Court,North Sydney,50,2055
804,13585,1306 B St.,Malabar,50,2036
805,14258,1306 B St.,Metchosin,7,V9
806,16587,1306 Cashew Ln,Lemon Grove,9,91945
807,28115,1306 Kaski Ln,Perth,66,6006
808,15918,1306 Longbrood Way,North Sydney,50,2055
809,28583,1307 Horseshoe Circle,Caloundra,64,4551
810,20141,1307 Horseshoe Circle,Lynnwood,79,98036
811,16001,1308 B St.,Bremerton,79,98312
812,15487,1308 Mt. Hood Circle,Chula Vista,9,91910
813,21373,1309 C St.,Milwaukie,58,97222
814,11524,"131, boulevard Beau Marchais",Metz,143,57000
815,26788,1310 Mitchelleanjen Ln.,Townsville,64,4810
816,20682,1310 Mitchelleanjen Ln.,Warrington,14,WA1
817,26895,1312 Creekside Dr.,Esher-Molesey,14,EM15
818,19737,1312 Creekside Dr.,Findon,66,5023
819,27446,1312 Garaventa Dr.,Vancouver,7,V7L 4J4
820,13565,1312 Garland Dr.,London,14,SW8 4BG
821,26343,1312 Skycrest Drive,Geelong,77,3220
822,17009,1312 Skycrest Drive,Lancaster,14,LA1 1LN
823,23661,1314 Greenview Court,Colma,9,94014
824,24523,1314 Greenview Court,South Melbourne,77,3205
825,29293,1314 Skyline Dr.,Darlinghurst,50,2010
826,25702,1314 Westover Dr.,Beverly Hills,9,90210
827,29029,1314 Westover Dr.,Daly City,9,94015
828,13224,1315 Norse Drive,Victoria,7,V8V
829,14386,1315 Union St,Brisbane,64,4000
830,28881,1315 Union St,Shawnee,7,V9B 5T2
831,11,1318 Lasalle Street,Bothell,79,98011
832,13379,1318 Lasalle Street,Bremerton,79,98312
833,28103,1318 Lasalle Street,Los Angeles,9,90012
834,11733,1318 Nottingham Pl.,Lebanon,58,97355
835,11846,1318 Nottingham Pl.,Sydney,50,1002
836,29032,1318 Pinehurst Court,Brisbane,64,4000
837,17559,1318 Pinehurst Court,Esher-Molesey,14,EM15
838,23101,1318 Ramer Ct.,Shawnee,7,V8Z 4N5
839,21230,1318 Ramer Ct.,Warrnambool,77,3280
840,14474,132 North Park Court,San Diego,9,92102
841,18475,"132, rue des Pyrenees",Drancy,179,93700
842,28906,1320 Pacheco St,W. Linn,58,97068
843,28816,1326 Greenwood Place,Palo Alto,9,94303
844,18724,1328 Castle Hill Road,Lynnwood,79,98036
845,21107,1328 Huntleigh Dr.,Cloverdale,66,6105
846,22272,1328 Huntleigh Dr.,Mill Valley,9,94941
847,12505,1329 San Jose,Everett,79,98201
848,20389,133 Lorie Ln.,St. Leonards,50,2065
849,19253,133 Lorie Ln.,Victoria,7,V8V
850,14188,133 Westwood Way,Rockhampton,64,4700
851,23592,133 Westwood Way,Royal Oak,7,V8X
852,13369,1330 Guadalupe Dr.,San Carlos,9,94070
853,12316,1331 H St.,Grossmont,9,91941
854,14811,1334 Appalachian Drive,Chula Vista,9,91910
855,19236,1334 Appalachian Drive,Portland,58,97205
856,15198,1336 Terrace Road,Berkeley,9,94704
857,25100,1336 Terrace Road,London,14,W1Y 3RA
858,25873,1339 W. Hookston Road,Bury,14,PE17
859,13686,134 Peachwillow Street,Findon,66,5023
860,18008,134 Peachwillow Street,Port Hammond,7,V6B 3P7
861,27110,1340 Starlyn Dr.,Cranbourne,77,3977
862,28134,1342 Isla Bonita,Beverly Hills,9,90210
863,29700,1342 Isla Bonita,Woodland Hills,9,91364
864,29635,1343 Apple Drive,Chula Vista,9,91910
865,15002,1343 Apple Drive,Lemon Grove,9,91945
866,15586,1343 Granola Dr.,Berkeley,9,94704
867,24999,1343 Grenola Dr.,Burlingame,9,94010
868,168,1343 Prospect St,Bellevue,79,98004
869,16054,1343 Prospect St,Gold Coast,64,4217
870,13089,1343 Prospect St,Marysville,79,98270
871,25859,1345 Bloching Circle,North Sydney,50,2055
872,18770,1345 Blocking Circle,Long Beach,9,90802
873,19957,1345 La Luz,Malabar,50,2036
874,14328,1345 La Luz,Yakima,79,98901
875,14798,1345 Prospect Street,Lakewood,9,90712
876,29142,1345 Prospect Street,Port Macquarie,50,2444
877,20142,1347 L St.,Bellingham,79,98225
878,26287,1347 Palisade Court,Torrance,9,90505
879,12129,1348 Montego,Cliffside,7,V8Y 1L1
880,19436,1348 Montego,Spokane,79,99202
881,19244,1349 Palm Ave.,Bellflower,9,90706
882,28373,1349 Palm Ave.,Los Angeles,9,90012
883,24109,1349 Sol St.,Cliffside,7,V8Y 1L1
884,24952,1349 Sol St.,Coronado,9,92118
885,20717,1349 Stephine Way,Bellingham,79,98225
886,13626,1349 Steven Way,San Carlos,9,94070
887,32510,1349 Steven Way,Seattle,79,98104
888,12815,135 Grant Street,Imperial Beach,9,91932
889,13088,135 Grant Street,Townsville,64,4810
890,11648,"135, boulevard du Montparnasse",Les Ulis,177,91940
891,15338,1351 Boxer Blvd.,Redwood City,9,94063
892,22239,1351 Boxer Blvd.,Seaford,77,3198
893,15919,1354 Catnip Court,Sydney,50,1002
894,11472,1354 Catnip Court,Tacoma,79,98403
895,11519,1354 Helene Court,Malabar,50,2036
896,19877,1354 Helene Court,Tacoma,79,98403
897,25401,1355 Palm Avenue,Beaverton,58,97005
898,11934,1355 Sequoia Drive,Melbourne,77,3000
899,29070,1355 Sequoia Drive,Sunbury,77,3429
900,65,1356 Grove Way,Monroe,79,98272
901,28282,1356 Grove Way,Oxford,14,OX1
902,11885,1358 Palmer Rd,Billericay,14,CM11
903,15639,1358 Palmer Rd,Redmond,79,98052
904,16917,1359 Montgomery Avenue,Langford,7,V9
905,19329,1359 Montgomery Avenue,Sydney,50,1002
906,19147,"1359, avenue de l´Europe",Paris,161,75005
907,24160,"1359, avenue de l´Europe",Saint Ouen,166,80610
908,25977,136 Balboa Court,London,14,W1N 9FA
909,118,136 Balboa Court,Seattle,79,98104
910,12738,136 Balboa Court,Sedro Woolley,79,98284
911,25488,1362 Geary Road,Brisbane,64,4000
912,29463,1362 Geary Road,Victoria,7,V8V
913,28232,1362 Somerset Place,Bellingham,79,98225
914,12942,1362 Somerset Place,Bremerton,79,98312
915,242,1362 Somerset Place,Everett,79,98201
916,12953,1363 Mount Circle,Royal Oak,7,V8X
917,18196,1366 Hunt Dr,Hobart,71,7001
918,17323,1366 Hunt Dr,Royal Oak,7,V8X
919,22798,1367 Sheppard Way,Woodland Hills,9,91364
920,28706,1368 Palms Drive,Renton,79,98055
921,20821,1368 Palms Drive,South Melbourne,77,3205
922,15658,1369 Rambling Lane,Burbank,9,91502
923,26370,137 Lancelot Dr,Bellingham,79,98225
924,13195,137 Lancelot Dr,Issaquah,79,98027
925,319,137 Lancelot Dr,Phoenix,6,85004
926,13665,137 Mazatlan,El Cajon,9,92020
927,32519,137 Mazatlan,Seattle,79,98104
928,29534,1371 Rogers Ave,Goulburn,50,2580
929,29122,1371 Rogers Ave,Imperial Beach,9,91932
930,23870,1371 Vancouver Way,Perth,66,6006
931,27748,1371 Vancouver Way,Torrance,9,90505
932,24610,1372 Quartermaster,Beverly Hills,9,90210
933,23959,1372 Quartermaster,Palo Alto,9,94303
934,21597,1374 Boatwright Dr.,London,14,W1X3SE
935,14375,1374 Queens Road,Fremont,9,94536
936,26561,1374 Queens Road,Townsville,64,4810
937,26420,1374 Wightman Lane,London,14,SE1 8HL
938,26459,1378 California St.,Hawthorne,64,4171
939,18486,1378 California St.,Haney,7,V2W 1W2
940,283,1378 String Dr,Renton,79,98055
941,13211,1378 String Dr,Salem,58,97301
942,12168,1379 T St.,Cheltenham,14,GL50
943,18382,138 Lancelot Dr.,Metchosin,7,V9
944,24407,1383 Bola Raton Court,Berkeley,9,94704
945,14147,1383 Button Court,Westminster,7,V3L 1E7
946,27836,1384 Windmill Way,Caloundra,64,4551
947,24892,1385 Panoramic Ave.,Vancouver,7,V7L 4J4
948,25869,1386 Calle Verde,Seattle,79,98104
949,23516,1386 Eastgate,Malabar,50,2036
950,14787,1386 Eastgate,Torrance,9,90505
951,29446,1386 Fillet Ave.,Beverly Hills,9,90210
952,18766,1387 Dias Circle,Melton,77,3337
953,14649,1387 Dias Circle,Port Orchard,79,98366
954,18968,1388 Rolando Avenue,Berkshire,14,RG11 5TP
955,26236,1389 Walters Way,Long Beach,9,90802
956,24369,139 Lancelot Drive,Melton,77,3337
957,18634,1391 Band Court,Everett,79,98201
958,26300,1393 Winterberry Ct.,La Jolla,9,92806
959,23742,1394 Firestone,London,14,SW8 1XD
960,16570,1394 Firestone,San Carlos,9,94070
961,29497,1395 Bonanza,Findon,66,5023
962,20451,1395 Bonanza,Fremont,9,94536
963,16895,1395 Dos Rios Drive,Oakland,9,94611
964,253,1397 Paradise Ct.,Newport Hills,79,98006
965,19739,1397 Paradiso Ct.,Victoria,7,V8V
966,28166,1397 Paraiso Ct.,Los Angeles,9,90012
967,21004,1398 Dimaggio Way,Coronado,9,92118
968,21131,1398 Morengo Court,Warrington,14,WA1
969,12624,1398 Yorba Linda,Burlingame,9,94010
970,114,1398 Yorba Linda,Seattle,79,98104
971,6,1399 Firestone Drive,Bothell,79,98011
972,27896,1399 Firestone Drive,Port Orchard,79,98366
973,12247,14 Delta Road,Burien,79,98168
974,12303,"14, allée des Princes",Les Ulis,177,91940
975,20511,"14, avenue de la Gare",Colombes,178,92700
976,24593,"14, avenue du Port",Pantin,179,93500
977,28429,"14, avenue du Port",Paris,161,75007
978,21457,"14, avenue Reille",Morangis,177,91420
979,29211,"14, boulevard Tremblay",Pantin,179,93500
980,18216,"14, place Beaubernard",Paris,161,75003
981,29006,"14, rue de Cambrai",Paris,161,75002
982,29766,"14, rue de Cambrai",Roissy en Brie,163,77680
983,17305,"14, rue Descartes",Chatou,164,78400
984,27945,"14, rue Faubourg St Antoine",Croix,145,59170
985,20130,"14, rue Lauriston",Paris,161,75005
986,23491,"14, rue Marbeuf",Paris,161,75012
987,15859,"14, rue Philibert-Delorme",Drancy,179,93700
988,25358,"140, quai Paul Doumer",Pantin,179,93500
989,248,1400 Gate Drive,Newport Hills,79,98006
990,27940,1400 Gibrix Drive,Beaverton,58,97005
991,27255,1401 Via Alta,San Diego,9,92102
992,28718,"1402, rue Lauriston",Metz,143,57000
993,11815,"1402, rue Lauriston",Villeneuve-d'Ascq,145,59491
994,17308,1403 McMillan Ave.,Lancaster,14,LA1 1LN
995,29452,1403 Mcmillan Ave.,Redwood City,9,94063
996,25437,"1406, rue Maillard",Courbevoie,178,92400
997,23832,1407 Leslie Ave.,Lebanon,58,97355
998,29345,1407 Leslie Ave.,Wollongong,50,2500
999,28510,1408 Bonifacio St.,Coffs Harbour,50,2450
1000,20778,1409 Coachman Pl.,Cliffside,7,V8Y 1L1
